MONTH,REGION,COUNTRYOFRESIDENCE,OVERNIGHTSTAYS
2022-12-01,Valais,Cyprus,578
2022-12-01,Valais,Chile,155
2022-12-01,Valais,United States,27837
2022-12-01,Valais,Canada,1893
2022-12-01,Valais,Mexico,775
2022-12-01,Valais,Brazil,2195
2022-12-01,Valais,Argentina,136
2022-12-01,Valais,Other South American countries,398
2022-12-01,Valais,Other Central American countries,479
2022-12-01,Valais,Egypt,700
2022-12-01,Valais,Other North African countries,240
2022-12-01,Valais,South Africa,643
2022-12-01,Valais,Other African countries,432
2022-12-01,Valais,Bahrain,141
2022-12-01,Valais,Israel,1073
2022-12-01,Valais,India,1732
2022-12-01,Valais,Japan,548
2022-12-01,Valais,Other South-East Asian countries,691
2022-12-01,Valais,Qatar,170
2022-12-01,Valais,Kuwait,1642
2022-12-01,Valais,Australia,5311
2022-12-01,Valais,China,1305
2022-12-01,Valais,Hong Kong,1395
2022-12-01,Valais,Indonesia,1536
2022-12-01,Valais,South Korea,737
2022-12-01,Valais,Malaysia,2864
2022-12-01,Valais,Philippines,471
2022-12-01,Valais,"New Zealand, Oceania",334
2022-12-01,Valais,Singapore,6942
2022-12-01,Valais,Oman,20
2022-12-01,Valais,Taiwan (Chinese Taipei),1018
2022-12-01,Valais,Thailand,2723
2022-12-01,Valais,Other West Asian countries,234
2022-12-01,Valais,Estonia,108
2022-12-01,Valais,Latvia,187
2022-12-01,Valais,Lithuania,239
2022-12-01,Valais,Saudi Arabia,1638
2022-12-01,Valais,United Arab Emirates,1927
2022-12-01,Valais,Croatia,495
2022-12-01,Valais,Romania,857
2022-12-01,Valais,Russia,1972
2022-12-01,Valais,Slovakia,172
2022-12-01,Valais,Slovenia,172
2022-12-01,Valais,Czechia,689
2022-12-01,Valais,Ukraine,1014
2022-12-01,Valais,Serbia,96
2022-12-01,Ticino,Switzerland,42282
2022-12-01,Ticino,Germany,4989
2022-12-01,Ticino,France,1491
2022-12-01,Ticino,Italy,14057
2022-12-01,Ticino,Austria,366
2022-12-01,Ticino,United Kingdom,1208
2022-12-01,Ticino,Irland,86
2022-12-01,Ticino,Netherlands,845
2022-12-01,Ticino,Belgium,356
2022-12-01,Ticino,Luxembourg,140
2022-12-01,Ticino,Denmark,75
2022-12-01,Ticino,Sweden,86
2022-12-01,Ticino,Norway,50
2022-12-01,Ticino,Finland,82
2022-12-01,Ticino,Spain,609
2022-12-01,Ticino,Portugal,301
2022-12-01,Ticino,Greece,277
2022-12-01,Ticino,Turkey,203
2022-12-01,Ticino,Other European countries,343
2022-12-01,Ticino,Liechtenstein,76
2022-12-01,Ticino,Iceland,6
2022-12-01,Ticino,Poland,208
2022-12-01,Ticino,Hungary,65
2022-12-01,Ticino,Belarus,27
2022-12-01,Ticino,Bulgaria,93
2022-12-01,Ticino,Malta,154
2022-12-01,Ticino,Cyprus,6
2022-12-01,Ticino,Chile,48
2022-12-01,Ticino,United States,2233
2022-12-01,Ticino,Canada,109
2022-12-01,Ticino,Mexico,79
2022-12-01,Ticino,Brazil,399
2022-12-01,Ticino,Argentina,79
2022-12-01,Ticino,Other South American countries,96
2022-12-01,Ticino,Other Central American countries,91
2022-12-01,Ticino,Egypt,37
2022-12-01,Ticino,Other North African countries,83
2022-12-01,Ticino,South Africa,58
2022-12-01,Ticino,Other African countries,68
2022-12-01,Ticino,Bahrain,21
2022-12-01,Ticino,Israel,304
2022-12-01,Ticino,India,370
2022-12-01,Ticino,Japan,68
2022-12-01,Ticino,Other South-East Asian countries,159
2022-12-01,Ticino,Qatar,132
2022-12-01,Ticino,Kuwait,134
2022-12-01,Ticino,Australia,281
2022-12-01,Ticino,China,201
2022-12-01,Ticino,Hong Kong,56
2022-12-01,Ticino,Indonesia,485
2022-12-01,Ticino,South Korea,30
2022-12-01,Ticino,Malaysia,63
2022-12-01,Ticino,Philippines,120
2022-12-01,Ticino,"New Zealand, Oceania",46
2022-12-01,Ticino,Singapore,280
2022-12-01,Ticino,Oman,11
2022-12-01,Ticino,Taiwan (Chinese Taipei),25
2022-12-01,Ticino,Thailand,272
2022-12-01,Ticino,Other West Asian countries,141
2022-12-01,Ticino,Estonia,2
2022-12-01,Ticino,Latvia,29
2022-12-01,Ticino,Lithuania,35
2022-12-01,Ticino,Saudi Arabia,202
2022-12-01,Ticino,United Arab Emirates,345
2022-12-01,Ticino,Croatia,72
2022-12-01,Ticino,Romania,360
2022-12-01,Ticino,Russia,276
2022-12-01,Ticino,Slovakia,42
2022-12-01,Ticino,Slovenia,59
2022-12-01,Ticino,Czechia,81
2022-12-01,Ticino,Ukraine,229
2022-12-01,Ticino,Serbia,78
2022-12-01,Fribourg Region,Switzerland,22325
2022-12-01,Fribourg Region,Germany,1247
2022-12-01,Fribourg Region,France,2622
2022-12-01,Fribourg Region,Italy,716
2022-12-01,Fribourg Region,Austria,76
2022-12-01,Fribourg Region,United Kingdom,480
2022-12-01,Fribourg Region,Irland,14
2022-12-01,Fribourg Region,Netherlands,565
2022-12-01,Fribourg Region,Belgium,304
2022-12-01,Fribourg Region,Luxembourg,107
2022-12-01,Fribourg Region,Denmark,20
2022-12-01,Fribourg Region,Sweden,50
2022-12-01,Fribourg Region,Norway,9
2022-12-01,Fribourg Region,Finland,9
2022-12-01,Fribourg Region,Spain,643
2022-12-01,Fribourg Region,Portugal,177
2022-12-01,Fribourg Region,Greece,10
2022-12-01,Fribourg Region,Turkey,32
2022-12-01,Fribourg Region,Other European countries,614
2022-12-01,Fribourg Region,Liechtenstein,13
2022-12-01,Fribourg Region,Iceland,0
2022-12-01,Fribourg Region,Poland,17
2022-12-01,Fribourg Region,Hungary,10
2022-12-01,Fribourg Region,Belarus,0
2022-12-01,Fribourg Region,Bulgaria,16
2022-12-01,Fribourg Region,Malta,3
2022-12-01,Fribourg Region,Cyprus,11
2022-12-01,Fribourg Region,Chile,5
2022-12-01,Fribourg Region,United States,372
2022-12-01,Fribourg Region,Canada,65
2022-12-01,Fribourg Region,Mexico,32
2022-12-01,Fribourg Region,Brazil,75
2022-12-01,Fribourg Region,Argentina,19
2022-12-01,Fribourg Region,Other South American countries,13
2022-12-01,Fribourg Region,Other Central American countries,15
2022-12-01,Fribourg Region,Egypt,22
2022-12-01,Fribourg Region,Other North African countries,6
2022-12-01,Fribourg Region,South Africa,5
2022-12-01,Fribourg Region,Other African countries,80
2022-12-01,Fribourg Region,Bahrain,0
2022-12-01,Fribourg Region,Israel,10
2022-12-01,Fribourg Region,India,113
2022-12-01,Fribourg Region,Japan,11
2022-12-01,Fribourg Region,Other South-East Asian countries,12
2022-12-01,Fribourg Region,Qatar,0
2022-12-01,Fribourg Region,Kuwait,6
2022-12-01,Fribourg Region,Australia,51
2022-12-01,Fribourg Region,China,111
2022-12-01,Fribourg Region,Hong Kong,11
2022-12-01,Fribourg Region,Indonesia,24
2022-12-01,Fribourg Region,South Korea,4
2022-12-01,Fribourg Region,Malaysia,2
2022-12-01,Fribourg Region,Philippines,0
2022-12-01,Fribourg Region,"New Zealand, Oceania",5
2022-12-01,Fribourg Region,Singapore,7
2022-12-01,Fribourg Region,Oman,0
2022-12-01,Fribourg Region,Taiwan (Chinese Taipei),0
2022-12-01,Fribourg Region,Thailand,17
2022-12-01,Fribourg Region,Other West Asian countries,4
2022-12-01,Fribourg Region,Estonia,0
2022-12-01,Fribourg Region,Latvia,4
2022-12-01,Fribourg Region,Lithuania,3
2022-12-01,Fribourg Region,Saudi Arabia,0
2022-12-01,Fribourg Region,United Arab Emirates,30
2022-12-01,Fribourg Region,Croatia,15
2022-12-01,Fribourg Region,Romania,79
2022-12-01,Fribourg Region,Russia,19
2022-12-01,Fribourg Region,Slovakia,12
2022-12-01,Fribourg Region,Slovenia,1
2022-12-01,Fribourg Region,Czechia,43
2022-12-01,Fribourg Region,Ukraine,9
2022-12-01,Fribourg Region,Serbia,13
2022-12-01,Aargau and Solothurn Region,Switzerland,45654
2022-12-01,Aargau and Solothurn Region,Germany,9357
2022-12-01,Aargau and Solothurn Region,France,1328
2022-12-01,Aargau and Solothurn Region,Italy,2475
2022-12-01,Aargau and Solothurn Region,Austria,958
2022-12-01,Aargau and Solothurn Region,United Kingdom,954
2022-12-01,Aargau and Solothurn Region,Irland,91
2022-12-01,Aargau and Solothurn Region,Netherlands,900
2022-12-01,Aargau and Solothurn Region,Belgium,414
2022-12-01,Aargau and Solothurn Region,Luxembourg,116
2022-12-01,Aargau and Solothurn Region,Denmark,149
2022-12-01,Aargau and Solothurn Region,Sweden,184
2022-12-01,Aargau and Solothurn Region,Norway,35
2022-12-01,Aargau and Solothurn Region,Finland,193
2022-12-01,Aargau and Solothurn Region,Spain,610
2022-12-01,Aargau and Solothurn Region,Portugal,263
2022-12-01,Aargau and Solothurn Region,Greece,115
2022-12-01,Aargau and Solothurn Region,Turkey,288
2022-12-01,Aargau and Solothurn Region,Other European countries,404
2022-12-01,Aargau and Solothurn Region,Liechtenstein,61
2022-12-01,Aargau and Solothurn Region,Iceland,4
2022-12-01,Aargau and Solothurn Region,Poland,1641
2022-12-01,Aargau and Solothurn Region,Hungary,280
2022-12-01,Aargau and Solothurn Region,Belarus,27
2022-12-01,Aargau and Solothurn Region,Bulgaria,107
2022-12-01,Aargau and Solothurn Region,Malta,26
2022-12-01,Aargau and Solothurn Region,Cyprus,2
2022-12-01,Aargau and Solothurn Region,Chile,8
2022-12-01,Aargau and Solothurn Region,United States,1283
2022-12-01,Aargau and Solothurn Region,Canada,97
2022-12-01,Aargau and Solothurn Region,Mexico,63
2022-12-01,Aargau and Solothurn Region,Brazil,154
2022-12-01,Aargau and Solothurn Region,Argentina,30
2022-12-01,Aargau and Solothurn Region,Other South American countries,58
2022-12-01,Aargau and Solothurn Region,Other Central American countries,30
2022-12-01,Aargau and Solothurn Region,Egypt,38
2022-12-01,Aargau and Solothurn Region,Other North African countries,53
2022-12-01,Aargau and Solothurn Region,South Africa,67
2022-12-01,Aargau and Solothurn Region,Other African countries,86
2022-12-01,Aargau and Solothurn Region,Bahrain,0
2022-12-01,Aargau and Solothurn Region,Israel,138
2022-12-01,Aargau and Solothurn Region,India,1105
2022-12-01,Aargau and Solothurn Region,Japan,204
2022-12-01,Aargau and Solothurn Region,Other South-East Asian countries,82
2022-12-01,Aargau and Solothurn Region,Qatar,6
2022-12-01,Aargau and Solothurn Region,Kuwait,0
2022-12-01,Aargau and Solothurn Region,Australia,86
2022-12-01,Aargau and Solothurn Region,China,377
2022-12-01,Aargau and Solothurn Region,Hong Kong,31
2022-12-01,Aargau and Solothurn Region,Indonesia,5
2022-12-01,Aargau and Solothurn Region,South Korea,237
2022-12-01,Aargau and Solothurn Region,Malaysia,55
2022-12-01,Aargau and Solothurn Region,Philippines,39
2022-12-01,Aargau and Solothurn Region,"New Zealand, Oceania",44
2022-12-01,Aargau and Solothurn Region,Singapore,37
2022-12-01,Aargau and Solothurn Region,Oman,26
2022-12-01,Aargau and Solothurn Region,Taiwan (Chinese Taipei),43
2022-12-01,Aargau and Solothurn Region,Thailand,97
2022-12-01,Aargau and Solothurn Region,Other West Asian countries,99
2022-12-01,Aargau and Solothurn Region,Estonia,41
2022-12-01,Aargau and Solothurn Region,Latvia,23
2022-12-01,Aargau and Solothurn Region,Lithuania,24
2022-12-01,Aargau and Solothurn Region,Saudi Arabia,21
2022-12-01,Aargau and Solothurn Region,United Arab Emirates,47
2022-12-01,Aargau and Solothurn Region,Croatia,310
2022-12-01,Aargau and Solothurn Region,Romania,347
2022-12-01,Aargau and Solothurn Region,Russia,56
2022-12-01,Aargau and Solothurn Region,Slovakia,322
2022-12-01,Aargau and Solothurn Region,Slovenia,85
2022-12-01,Aargau and Solothurn Region,Czechia,365
2022-12-01,Aargau and Solothurn Region,Ukraine,197
2022-12-01,Aargau and Solothurn Region,Serbia,245
2023-01-01,Graubünden,Switzerland,441145
2023-01-01,Graubünden,Germany,102207
2023-01-01,Graubünden,France,6791
2023-01-01,Graubünden,Italy,15471
2023-01-01,Graubünden,Austria,4436
2023-01-01,Graubünden,United Kingdom,22160
2023-01-01,Graubünden,Irland,646
2023-01-01,Graubünden,Netherlands,10781
2023-01-01,Graubünden,Belgium,6235
2023-01-01,Graubünden,Luxembourg,2961
2023-01-01,Graubünden,Denmark,1195
2023-01-01,Graubünden,Sweden,1848
2023-01-01,Graubünden,Norway,807
2023-01-01,Graubünden,Finland,723
2023-01-01,Graubünden,Spain,2167
2023-01-01,Graubünden,Portugal,880
2023-01-01,Graubünden,Greece,1356
2023-01-01,Graubünden,Turkey,2646
2023-01-01,Graubünden,Other European countries,1779
2023-01-01,Graubünden,Liechtenstein,659
2023-01-01,Graubünden,Iceland,114
2023-01-01,Graubünden,Poland,4768
2023-01-01,Graubünden,Hungary,376
2023-01-01,Graubünden,Belarus,119
2023-01-01,Graubünden,Bulgaria,394
2023-01-01,Graubünden,Malta,161
2023-01-01,Graubünden,Cyprus,397
2023-01-01,Graubünden,Chile,123
2023-01-01,Graubünden,United States,18208
2023-01-01,Graubünden,Canada,1931
2023-01-01,Graubünden,Mexico,703
2023-01-01,Graubünden,Brazil,7898
2023-01-01,Graubünden,Argentina,333
2023-01-01,Graubünden,Other South American countries,608
2023-01-01,Graubünden,Other Central American countries,789
2023-01-01,Graubünden,Egypt,148
2023-01-01,Graubünden,Other North African countries,390
2023-01-01,Graubünden,South Africa,1111
2023-01-01,Graubünden,Other African countries,407
2023-01-01,Graubünden,Bahrain,68
2023-01-01,Graubünden,Israel,2969
2023-01-01,Graubünden,India,988
2023-01-01,Graubünden,Japan,996
2023-01-01,Graubünden,Other South-East Asian countries,789
2023-01-01,Graubünden,Qatar,650
2023-01-01,Graubünden,Kuwait,206
2023-01-01,Graubünden,Australia,5193
2023-01-01,Graubünden,China,1083
2023-01-01,Graubünden,Hong Kong,727
2023-01-01,Graubünden,Indonesia,592
2023-01-01,Graubünden,South Korea,571
2023-01-01,Graubünden,Malaysia,288
2023-01-01,Graubünden,Philippines,97
2023-01-01,Graubünden,"New Zealand, Oceania",497
2023-01-01,Graubünden,Singapore,1200
2023-01-01,Graubünden,Oman,22
2023-01-01,Graubünden,Taiwan (Chinese Taipei),244
2023-01-01,Graubünden,Thailand,276
2023-01-01,Graubünden,Other West Asian countries,980
2023-01-01,Graubünden,Estonia,510
2023-01-01,Graubünden,Latvia,567
2023-01-01,Graubünden,Lithuania,337
2023-01-01,Graubünden,Saudi Arabia,580
2023-01-01,Graubünden,United Arab Emirates,1299
2023-01-01,Graubünden,Croatia,460
2023-01-01,Graubünden,Romania,1246
2023-01-01,Graubünden,Russia,2410
2023-01-01,Graubünden,Slovakia,913
2023-01-01,Graubünden,Slovenia,442
2023-01-01,Graubünden,Czechia,2094
2023-01-01,Graubünden,Ukraine,1901
2023-01-01,Graubünden,Serbia,363
2023-01-01,Eastern Switzerland,Switzerland,85696
2023-01-01,Eastern Switzerland,Germany,16697
2023-01-01,Eastern Switzerland,France,1143
2023-01-01,Eastern Switzerland,Italy,1842
2023-01-01,Eastern Switzerland,Austria,1818
2023-01-01,Eastern Switzerland,United Kingdom,1078
2023-01-01,Eastern Switzerland,Irland,63
2023-01-01,Eastern Switzerland,Netherlands,792
2023-01-01,Eastern Switzerland,Belgium,348
2023-01-01,Eastern Switzerland,Luxembourg,149
2023-01-01,Eastern Switzerland,Denmark,220
2023-01-01,Eastern Switzerland,Sweden,177
2023-01-01,Eastern Switzerland,Norway,58
2023-01-01,Eastern Switzerland,Finland,125
2023-01-01,Eastern Switzerland,Spain,493
2023-01-01,Eastern Switzerland,Portugal,158
2023-01-01,Eastern Switzerland,Greece,130
2023-01-01,Eastern Switzerland,Turkey,219
2023-01-01,Eastern Switzerland,Other European countries,279
2023-01-01,Eastern Switzerland,Liechtenstein,191
2023-01-01,Eastern Switzerland,Iceland,25
2023-01-01,Eastern Switzerland,Poland,711
2023-01-01,Eastern Switzerland,Hungary,277
2023-01-01,Eastern Switzerland,Belarus,61
2023-01-01,Eastern Switzerland,Bulgaria,76
2023-01-01,Eastern Switzerland,Malta,49
2023-01-01,Eastern Switzerland,Cyprus,35
2023-01-01,Eastern Switzerland,Chile,8
2023-01-01,Eastern Switzerland,United States,1467
2023-01-01,Eastern Switzerland,Canada,131
2023-01-01,Eastern Switzerland,Mexico,156
2023-01-01,Eastern Switzerland,Brazil,114
2023-01-01,Eastern Switzerland,Argentina,14
2023-01-01,Eastern Switzerland,Other South American countries,95
2023-01-01,Eastern Switzerland,Other Central American countries,84
2023-01-01,Eastern Switzerland,Egypt,18
2023-01-01,Eastern Switzerland,Other North African countries,19
2023-01-01,Eastern Switzerland,South Africa,22
2023-01-01,Eastern Switzerland,Other African countries,293
2023-01-01,Eastern Switzerland,Bahrain,30
2023-01-01,Eastern Switzerland,Israel,101
2023-01-01,Eastern Switzerland,India,249
2023-01-01,Eastern Switzerland,Japan,114
2023-01-01,Eastern Switzerland,Other South-East Asian countries,243
2023-01-01,Eastern Switzerland,Qatar,0
2023-01-01,Eastern Switzerland,Kuwait,12
2023-01-01,Eastern Switzerland,Australia,148
2023-01-01,Eastern Switzerland,China,173
2023-01-01,Eastern Switzerland,Hong Kong,18
2023-01-01,Eastern Switzerland,Indonesia,42
2023-01-01,Eastern Switzerland,South Korea,158
2023-01-01,Eastern Switzerland,Malaysia,137
2023-01-01,Eastern Switzerland,Philippines,31
2023-01-01,Eastern Switzerland,"New Zealand, Oceania",44
2023-01-01,Eastern Switzerland,Singapore,165
2023-01-01,Eastern Switzerland,Oman,0
2023-01-01,Eastern Switzerland,Taiwan (Chinese Taipei),76
2023-01-01,Eastern Switzerland,Thailand,20
2023-01-01,Eastern Switzerland,Other West Asian countries,94
2023-01-01,Eastern Switzerland,Estonia,20
2023-01-01,Eastern Switzerland,Latvia,42
2023-01-01,Eastern Switzerland,Lithuania,63
2023-01-01,Eastern Switzerland,Saudi Arabia,148
2023-01-01,Eastern Switzerland,United Arab Emirates,74
2023-01-01,Eastern Switzerland,Croatia,144
2023-01-01,Eastern Switzerland,Romania,412
2023-01-01,Eastern Switzerland,Russia,840
2023-01-01,Eastern Switzerland,Slovakia,67
2023-01-01,Eastern Switzerland,Slovenia,196
2023-01-01,Eastern Switzerland,Czechia,798
2023-01-01,Eastern Switzerland,Ukraine,721
2023-01-01,Eastern Switzerland,Serbia,78
2023-01-01,Zurich Region,Switzerland,159465
2023-01-01,Zurich Region,Germany,48017
2023-01-01,Zurich Region,France,9939
2023-01-01,Zurich Region,Italy,11454
2023-01-01,Zurich Region,Austria,6734
2023-01-01,Zurich Region,United Kingdom,20292
2023-01-01,Zurich Region,Irland,1915
2023-01-01,Zurich Region,Netherlands,5285
2023-01-01,Zurich Region,Belgium,2181
2023-01-01,Zurich Region,Luxembourg,746
2023-01-01,Zurich Region,Denmark,1170
2023-01-01,Zurich Region,Sweden,2362
2023-01-01,Zurich Region,Norway,889
2023-01-01,Zurich Region,Finland,902
2023-01-01,Zurich Region,Spain,7082
2023-01-01,Zurich Region,Portugal,2585
2023-01-01,Zurich Region,Greece,2379
2023-01-01,Zurich Region,Turkey,2762
2023-01-01,Zurich Region,Other European countries,1704
2023-01-01,Zurich Region,Liechtenstein,296
2023-01-01,Zurich Region,Iceland,375
2023-01-01,Zurich Region,Poland,3143
2023-01-01,Zurich Region,Hungary,1086
2023-01-01,Zurich Region,Belarus,198
2023-01-01,Zurich Region,Bulgaria,685
2023-01-01,Zurich Region,Malta,407
2023-01-01,Zurich Region,Cyprus,535
2023-01-01,Zurich Region,Chile,370
2023-01-01,Zurich Region,United States,39284
2023-01-01,Zurich Region,Canada,3604
2023-01-01,Zurich Region,Mexico,3165
2023-01-01,Zurich Region,Brazil,8465
2023-01-01,Zurich Region,Argentina,1066
2023-01-01,Zurich Region,Other South American countries,1715
2023-01-01,Zurich Region,Other Central American countries,1592
2023-01-01,Zurich Region,Egypt,665
2023-01-01,Zurich Region,Other North African countries,445
2023-01-01,Zurich Region,South Africa,1091
2023-01-01,Zurich Region,Other African countries,1089
2023-01-01,Zurich Region,Bahrain,89
2023-01-01,Zurich Region,Israel,2915
2023-01-01,Zurich Region,India,5660
2023-01-01,Zurich Region,Japan,2060
2023-01-01,Zurich Region,Other South-East Asian countries,2408
2023-01-01,Zurich Region,Qatar,1814
2023-01-01,Zurich Region,Kuwait,317
2023-01-01,Zurich Region,Australia,7965
2023-01-01,Zurich Region,China,3228
2023-01-01,Zurich Region,Hong Kong,1593
2023-01-01,Zurich Region,Indonesia,3363
2023-01-01,Zurich Region,South Korea,2675
2023-01-01,Zurich Region,Malaysia,2180
2023-01-01,Zurich Region,Philippines,1311
2023-01-01,Zurich Region,"New Zealand, Oceania",864
2023-01-01,Zurich Region,Singapore,4850
2023-01-01,Zurich Region,Oman,620
2023-01-01,Zurich Region,Taiwan (Chinese Taipei),946
2023-01-01,Zurich Region,Thailand,2768
2023-01-01,Zurich Region,Other West Asian countries,1201
2023-01-01,Zurich Region,Estonia,243
2023-01-01,Zurich Region,Latvia,1329
2023-01-01,Zurich Region,Lithuania,457
2023-01-01,Zurich Region,Saudi Arabia,1460
2023-01-01,Zurich Region,United Arab Emirates,4507
2023-01-01,Zurich Region,Croatia,544
2023-01-01,Zurich Region,Romania,2165
2023-01-01,Zurich Region,Russia,2002
2023-01-01,Zurich Region,Slovakia,926
2023-01-01,Zurich Region,Slovenia,538
2023-01-01,Zurich Region,Czechia,1408
2023-01-01,Zurich Region,Ukraine,1897
2023-01-01,Zurich Region,Serbia,880
2023-01-01,Lucerne / Lake Lucerne,Switzerland,136120
2023-01-01,Lucerne / Lake Lucerne,Germany,21345
2023-01-01,Lucerne / Lake Lucerne,France,2948
2023-01-01,Lucerne / Lake Lucerne,Italy,4037
2023-01-01,Lucerne / Lake Lucerne,Austria,1850
2023-01-01,Lucerne / Lake Lucerne,United Kingdom,5648
2023-01-01,Lucerne / Lake Lucerne,Irland,417
2023-01-01,Lucerne / Lake Lucerne,Netherlands,3237
2023-01-01,Lucerne / Lake Lucerne,Belgium,2001
2023-01-01,Lucerne / Lake Lucerne,Luxembourg,841
2023-01-01,Lucerne / Lake Lucerne,Denmark,474
2023-01-01,Lucerne / Lake Lucerne,Sweden,1814
2023-01-01,Lucerne / Lake Lucerne,Norway,417
2023-01-01,Lucerne / Lake Lucerne,Finland,336
2023-01-01,Lucerne / Lake Lucerne,Spain,1311
2023-01-01,Lucerne / Lake Lucerne,Portugal,538
2023-01-01,Lucerne / Lake Lucerne,Greece,479
2023-01-01,Lucerne / Lake Lucerne,Turkey,491
2023-01-01,Lucerne / Lake Lucerne,Other European countries,448
2023-01-01,Lucerne / Lake Lucerne,Liechtenstein,234
2023-01-01,Lucerne / Lake Lucerne,Iceland,166
2023-01-01,Lucerne / Lake Lucerne,Poland,938
2023-01-01,Lucerne / Lake Lucerne,Hungary,416
2023-01-01,Lucerne / Lake Lucerne,Belarus,48
2023-01-01,Lucerne / Lake Lucerne,Bulgaria,126
2023-01-01,Lucerne / Lake Lucerne,Malta,129
2023-01-01,Lucerne / Lake Lucerne,Cyprus,124
2023-01-01,Lucerne / Lake Lucerne,Chile,82
2023-01-01,Lucerne / Lake Lucerne,United States,9507
2023-01-01,Lucerne / Lake Lucerne,Canada,702
2023-01-01,Lucerne / Lake Lucerne,Mexico,888
2023-01-01,Lucerne / Lake Lucerne,Brazil,2216
2023-01-01,Lucerne / Lake Lucerne,Argentina,233
2023-01-01,Lucerne / Lake Lucerne,Other South American countries,329
2023-01-01,Lucerne / Lake Lucerne,Other Central American countries,399
2023-01-01,Lucerne / Lake Lucerne,Egypt,173
2023-01-01,Lucerne / Lake Lucerne,Other North African countries,53
2023-01-01,Lucerne / Lake Lucerne,South Africa,313
2023-01-01,Lucerne / Lake Lucerne,Other African countries,93
2023-01-01,Lucerne / Lake Lucerne,Bahrain,43
2023-01-01,Lucerne / Lake Lucerne,Israel,697
2023-01-01,Lucerne / Lake Lucerne,India,1282
2023-01-01,Lucerne / Lake Lucerne,Japan,270
2023-01-01,Lucerne / Lake Lucerne,Other South-East Asian countries,751
2023-01-01,Lucerne / Lake Lucerne,Qatar,523
2023-01-01,Lucerne / Lake Lucerne,Kuwait,186
2023-01-01,Lucerne / Lake Lucerne,Australia,3816
2023-01-01,Lucerne / Lake Lucerne,China,867
2023-01-01,Lucerne / Lake Lucerne,Hong Kong,547
2023-01-01,Lucerne / Lake Lucerne,Indonesia,603
2023-01-01,Lucerne / Lake Lucerne,South Korea,1644
2023-01-01,Lucerne / Lake Lucerne,Malaysia,757
2023-01-01,Lucerne / Lake Lucerne,Philippines,588
2023-01-01,Lucerne / Lake Lucerne,"New Zealand, Oceania",198
2023-01-01,Lucerne / Lake Lucerne,Singapore,1506
2023-01-01,Lucerne / Lake Lucerne,Oman,203
2023-01-01,Lucerne / Lake Lucerne,Taiwan (Chinese Taipei),1747
2023-01-01,Lucerne / Lake Lucerne,Thailand,1295
2023-01-01,Lucerne / Lake Lucerne,Other West Asian countries,269
2023-01-01,Lucerne / Lake Lucerne,Estonia,228
2023-01-01,Lucerne / Lake Lucerne,Latvia,138
2023-01-01,Lucerne / Lake Lucerne,Lithuania,99
2023-01-01,Lucerne / Lake Lucerne,Saudi Arabia,316
2023-01-01,Lucerne / Lake Lucerne,United Arab Emirates,1101
2023-01-01,Lucerne / Lake Lucerne,Croatia,312
2023-01-01,Lucerne / Lake Lucerne,Romania,686
2023-01-01,Lucerne / Lake Lucerne,Russia,595
2023-01-01,Lucerne / Lake Lucerne,Slovakia,186
2023-01-01,Lucerne / Lake Lucerne,Slovenia,116
2023-01-01,Lucerne / Lake Lucerne,Czechia,365
2023-01-01,Lucerne / Lake Lucerne,Ukraine,829
2023-01-01,Lucerne / Lake Lucerne,Serbia,117
2023-01-01,Basel Region,Switzerland,39996
2023-01-01,Basel Region,Germany,13933
2023-01-01,Basel Region,France,3231
2023-01-01,Basel Region,Italy,2923
2023-01-01,Basel Region,Austria,1183
2023-01-01,Basel Region,United Kingdom,6171
2023-01-01,Basel Region,Irland,618
2023-01-01,Basel Region,Netherlands,2146
2023-01-01,Basel Region,Belgium,866
2023-01-01,Basel Region,Luxembourg,305
2023-01-01,Basel Region,Denmark,373
2023-01-01,Basel Region,Sweden,393
2023-01-01,Basel Region,Norway,77
2023-01-01,Basel Region,Finland,113
2023-01-01,Basel Region,Spain,1522
2023-01-01,Basel Region,Portugal,419
2023-01-01,Basel Region,Greece,444
2023-01-01,Basel Region,Turkey,1219
2023-01-01,Basel Region,Other European countries,331
2023-01-01,Basel Region,Liechtenstein,74
2023-01-01,Basel Region,Iceland,26
2023-01-01,Basel Region,Poland,724
2023-01-01,Basel Region,Hungary,382
2023-01-01,Basel Region,Belarus,3
2023-01-01,Basel Region,Bulgaria,131
2023-01-01,Basel Region,Malta,23
2023-01-01,Basel Region,Cyprus,54
2023-01-01,Basel Region,Chile,45
2023-01-01,Basel Region,United States,4630
2023-01-01,Basel Region,Canada,489
2023-01-01,Basel Region,Mexico,179
2023-01-01,Basel Region,Brazil,503
2023-01-01,Basel Region,Argentina,131
2023-01-01,Basel Region,Other South American countries,168
2023-01-01,Basel Region,Other Central American countries,109
2023-01-01,Basel Region,Egypt,90
2023-01-01,Basel Region,Other North African countries,129
2023-01-01,Basel Region,South Africa,125
2023-01-01,Basel Region,Other African countries,304
2023-01-01,Basel Region,Bahrain,3
2023-01-01,Basel Region,Israel,344
2023-01-01,Basel Region,India,995
2023-01-01,Basel Region,Japan,238
2023-01-01,Basel Region,Other South-East Asian countries,270
2023-01-01,Basel Region,Qatar,14
2023-01-01,Basel Region,Kuwait,11
2023-01-01,Basel Region,Australia,533
2023-01-01,Basel Region,China,606
2023-01-01,Basel Region,Hong Kong,51
2023-01-01,Basel Region,Indonesia,87
